rdt_id,ns_lines,rdt_lines,rdt_lines_id,rdt_station_names,rdt_station_codes,cause_nl,cause_en,statistical_cause_nl,statistical_cause_en,cause_group,start_time,end_time,duration_minutes
1849,"'s-Hertogenbosch-Utrecht Centraal","'s-Hertogenbosch - Utrecht Centraal",151,,,aanrijding,collision,aanrijding,collision,accidents,"2012-01-01 02:20:01","2012-01-01 03:06:01",44
1850,"Rotterdam C-Den Haag C","Den Haag HS - Rotterdam Centraal",11,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2012-01-01 08:02:03","2012-01-01 10:16:01",132
1851,Mönchengladbach-Venlo,"Hamm (Westf.) - Venlo",128,,,"problemen op het spoor in het buitenland","railway problems abroad","problemen op het spoor in het buitenland","railway problems abroad",logistical,"2012-01-01 08:56:01","2012-01-01 14:52:01",354
1852,Deventer-Amersfoort,"Apeldoorn - Deventer",87,,,"sein-en overwegstoring","signal and level crossing failure","sein-en overwegstoring","signal and level crossing failure",infrastructure,"2012-01-01 20:38:01","2012-01-01 21:44:01",22
1853,Sittard-Visé,"Liège-Guillemins - Maastricht, Maastricht - Maastricht Randwyck, Maastricht - Sittard","74,75,121",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2012-01-02 06:30:03","2012-01-02 11:16:01",256
1854,Geldermalsen-Dordrecht,"Dordrecht - Geldermalsen",55,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2012-01-02 06:32:01","2012-01-02 07:40:02",64
1855,"Lelystad C-Amsterdam C/Schiphol","Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport","144,145",,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2012-01-02 20:24:01","2012-01-03 00:10:01",210
1856,"Hilversum-Lelystad C","Almere Oostvaarders - Utrecht Centraal",149,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2012-01-02 20:46:02","2012-01-03 00:10:02",188
1857,Roosendaal-Breda,"Breda - Roosendaal",20,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2012-01-02 21:02:02","2012-01-02 22:02:01",58
1858,"Utrecht Centraal","'s-Hertogenbosch - Utrecht Centraal, Almere Oostvaarders - Utrecht Centraal, Amersfoort - Utrecht Centraal, Amsterdam Centraal - Utrecht Centraal, Arnhem Centraal - Utrecht Centraal, Baarn - Utrecht Centraal, Den Haag Centraal - Utrecht Centraal, Hilversum - Utrecht Centraal, Leiden Centraal - Utrecht Centraal, Rhenen - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal, Tiel - Utrecht Centraal, Utrecht Centraal - Utrecht Maliebaan","40,44,51,133,134,136,137,142,143,147,149,150,151,166",,,"inzet van de politie","police action","inzet van de politie","police action",external,"2012-01-03 05:54:01","2012-01-03 06:48:01",52
1859,Ede-Wageningen-Arnhem,"Arnhem Centraal - Utrecht Centraal",133,,,stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2012-01-03 07:00:01","2012-01-03 09:04:01",122
1860,"Leiden Centraal-Schiphol","Leiden Centraal - Schiphol Airport",22,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2012-01-03 08:04:01","2012-01-03 13:08:01",302
1861,"Schiphol-Utrecht Centraal","Schiphol Airport - Utrecht Centraal",137,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2012-01-03 08:04:03","2012-01-03 12:36:01",268
1862,"Schiphol-Hilversum/Lelystad C","Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport","144,148",,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2012-01-03 08:04:04","2012-01-03 12:36:01",268
1863,Heerlen-Sittard,"Heerlen - Sittard",77,,,koperdiefstal,"copper theft",koperdiefstal,"copper theft",external,"2012-01-03 09:04:01","2012-01-03 12:06:02",180
1864,Zutphen-Hengelo,"Hengelo - Zutphen",90,,,"boom op het spoor","tree on the track","boom op het spoor","tree on the track",external,"2012-01-03 10:04:01","2012-01-03 12:06:02",120
1865,Arnhem-Winterswijk,"Arnhem Centraal - Winterswijk",82,,,overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2012-01-03 11:16:02","2012-01-03 12:06:02",48
1866,"Den Helder-Alkmaar","Alkmaar - Den Helder",162,,,"de weersomstandigheden","weather circumstances","de weersomstandigheden","weather circumstances",weather,"2012-01-03 11:38:01","2012-01-03 16:30:01",290
1867,"Alphen a/d Rijn-Utrecht Centraal","Leiden Centraal - Utrecht Centraal",147,,,"defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2012-01-03 14:26:01","2012-01-03 20:38:01",368
1868,Eindhoven-Venlo,"Eindhoven - Venlo",65,,,"boom op het spoor","tree on the track","boom op het spoor","tree on the track",external,"2012-01-03 14:54:02","2012-01-03 17:30:01",138
1869,"Utrecht Centraal-Arnhem","Arnhem Centraal - Utrecht Centraal",133,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2012-01-03 15:02:01","2012-01-03 19:32:02",268
1870,"Rotterdam C","Breda - Rotterdam Centraal (HSL), Brussel-Zuid/Midi - Rotterdam Centraal (HSL), Den Haag HS - Rotterdam Centraal, Dordrecht - Rotterdam Centraal, Hoek van Holland Strand - Rotterdam Centraal, Paris-Nord - Rotterdam Centraal (HSL), Rotterdam Centraal - Schiphol Airport (HSL), Rotterdam Centraal - Utrecht Centraal","9,11,15,16,24,123,142,167",,,"meerdere verstoringen","multiple disruptions","meerdere verstoringen","multiple disruptions",unknown,"2012-01-03 15:24:01","2012-01-03 16:30:01",64
1871,Eindhoven-Tilburg,"Eindhoven - Tilburg",152,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2012-01-03 16:04:01","2012-01-03 20:06:02",240
1872,Venlo-Mönchengladbach,"Hamm (Westf.) - Venlo",128,,,"boom op het spoor","tree on the track","boom op het spoor","tree on the track",external,"2012-01-03 16:26:01","2012-01-03 17:58:01",90
1873,Deventer-Amersfoort,"Apeldoorn - Deventer",87,,,"meerdere verstoringen","multiple disruptions","meerdere verstoringen","multiple disruptions",unknown,"2012-01-03 18:30:01","2012-01-03 19:32:02",60
1874,Zutphen-Arnhem,"Arnhem Centraal - Zutphen",132,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2012-01-04 07:30:01","2012-01-04 09:46:01",134
1875,Apeldoorn-Zutphen,"Apeldoorn - Zutphen",85,,,stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2012-01-04 13:38:02","2012-01-04 15:06:01",86
1876,Arnhem-Zutphen,"Arnhem Centraal - Zutphen",132,,,stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2012-01-04 13:58:02","2012-01-04 16:36:02",156
1877,"Utrecht Centraal-Amsterdam C/Schiphol","Amsterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal","136,137",,,blikseminslag,"lightning strike",blikseminslag,"lightning strike",weather,"2012-01-05 06:20:01","2012-01-05 11:02:01",280
1878,"Utrecht Centraal-Lelystad C","Almere Oostvaarders - Utrecht Centraal, Hilversum - Utrecht Centraal","40,149",,,blikseminslag,"lightning strike",blikseminslag,"lightning strike",weather,"2012-01-05 07:12:01","2012-01-05 10:38:01",178
1879,"Schiphol-Lelystad C","Lelystad Centrum - Schiphol Airport",144,,,blikseminslag,"lightning strike",blikseminslag,"lightning strike",weather,"2012-01-05 07:26:01","2012-01-05 10:40:01",192
1880,"Amsterdam C-Lelystad C","Amsterdam Centraal - Lelystad Centrum",145,,,blikseminslag,"lightning strike",blikseminslag,"lightning strike",weather,"2012-01-05 07:32:01","2012-01-05 10:38:03",156
1881,Eindhoven-Roermond,"Eindhoven - Roermond",67,,,overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2012-01-05 07:44:02","2012-01-05 10:42:01",176
1882,"Utrecht Centraal-Den Haag C","Den Haag Centraal - Utrecht Centraal",143,,,"eerdere verstoring","an earlier disruption","eerdere verstoring","an earlier disruption",logistical,"2012-01-05 08:18:01","2012-01-05 21:06:02",764
1883,"Utrecht Centraal-Rotterdam C","Rotterdam Centraal - Utrecht Centraal",142,,,"defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2012-01-05 08:18:05","2012-01-05 09:38:02",78
1884,Roosendaal-Dordrecht,"Dordrecht - Roosendaal",171,,,"boom op het spoor","tree on the track","boom op het spoor","tree on the track",external,"2012-01-05 08:34:03","2012-01-05 09:48:02",72
1885,Zwolle-Groningen/Leeuwarden,"Groningen - Zwolle, Leeuwarden - Zwolle","146,160",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2012-01-05 09:14:01","2012-01-05 10:42:01",86
1886,"Amsterdam C-Antwerpen-Centr/Breda","Amsterdam Centraal - Schiphol Airport, Breda - Rotterdam Centraal (HSL), Rotterdam Centraal - Schiphol Airport (HSL)","15,24,32",,,"de weersomstandigheden","weather circumstances","de weersomstandigheden","weather circumstances",weather,"2012-01-05 09:56:01","2012-01-05 18:34:02",516
1887,"Schiphol-Lelystad C","Lelystad Centrum - Schiphol Airport",144,,,"eerdere verstoring","an earlier disruption","eerdere verstoring","an earlier disruption",logistical,"2012-01-05 10:42:01","2012-01-05 12:10:01",86
1888,"Leiden Centraal-Den Haag C","Den Haag Centraal - Leiden Centraal",169,,,herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2012-01-05 11:34:01","2012-01-06 18:38:01",1862
1889,"Utrecht Centraal-Schiphol","Schiphol Airport - Utrecht Centraal",137,,,"meerdere verstoringen","multiple disruptions","meerdere verstoringen","multiple disruptions",unknown,"2012-01-05 11:50:01","2012-01-05 12:32:01",40
1890,Groningen-Roodeschool,"Groningen - Eemshaven",158,,,"boom op het spoor","tree on the track","boom op het spoor","tree on the track",external,"2012-01-05 13:06:02","2012-01-05 14:34:02",86
1891,"Amsterdam C-Enkhuizen","Amsterdam Centraal - Hoorn",164,,,"beschadigde spoorbrug","damaged railway bridge","beschadigde spoorbrug","damaged railway bridge",accidents,"2012-01-05 13:32:01","2012-01-05 19:04:01",284
1892,Apeldoorn-Zutphen,"Apeldoorn - Zutphen",85,,,"beperkingen in de materieelinzet","problems with the rolling stock","beperkingen in de materieelinzet","problems with the rolling stock","rolling stock","2012-01-06 06:34:02","2012-01-06 08:04:01",54
1893,Winterswijk-Zutphen,"Winterswijk - Zutphen",83,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-06 06:38:01","2012-01-06 09:20:01",160
1894,"Amsterdam C-Amersfoort/Lelystad C","Amersfoort - Amsterdam Centraal, Amsterdam Centraal - Lelystad Centrum","135,145",,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2012-01-06 09:00:01","2012-01-06 11:34:02",118
1895,"Lelystad C-Amsterdam C/Hilversum/Schiphol","Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport","144,145,149",,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2012-01-07 18:54:01","2012-01-07 21:34:01",158
1896,Zwolle-Emmen,"Emmen - Zwolle",159,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-08 10:00:01","2012-01-08 11:06:01",62
1897,Zwolle-Leeuwarden,"Leeuwarden - Zwolle",160,,,"defecte spoorbrug","damaged railway bridge","defecte spoorbrug","damaged railway bridge",infrastructure,"2012-01-09 11:12:01","2012-01-09 11:36:01",22
1898,Geldermalsen-Dordrecht,"Dordrecht - Geldermalsen",55,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-09 15:42:01","2012-01-09 20:02:06",258
1899,Venlo-Mönchengladbach,"Hamm (Westf.) - Venlo",128,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2012-01-09 19:02:01","2012-01-09 21:08:01",88
1900,Zutphen-Apeldoorn,"Apeldoorn - Zutphen",85,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-09 20:18:01","2012-01-09 22:04:01",104
1901,"Dordrecht-Rotterdam C","Dordrecht - Rotterdam Centraal",16,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-10 06:56:01","2012-01-10 09:14:02",136
1902,Antwerpen-Centr-Roosendaal,"Antwerpen-Centraal - Roosendaal",122,,,staking,strike,staking,strike,staff,"2012-01-10 15:34:01","2012-01-10 16:10:02",32
1903,"Schiphol-Utrecht Centraal","Schiphol Airport - Utrecht Centraal",137,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2012-01-11 07:04:02","2012-01-11 08:44:01",38
1904,Dordrecht-Geldermalsen,"Dordrecht - Geldermalsen",55,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-11 07:14:01","2012-01-11 10:16:02",180
1905,"Amsterdam C-Den Helder/Heerhugowaard","Alkmaar - Amsterdam Centraal",161,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2012-01-11 11:08:01","2012-01-11 11:38:01",28
1906,Zwolle-Amersfoort,"Amersfoort - Zwolle",48,,,"beschadigde bovenleiding","damaged overhead wires","beschadigde bovenleiding","damaged overhead wires",infrastructure,"2012-01-11 12:28:01","2012-01-11 15:12:01",162
1907,Arnhem-Winterswijk,"Arnhem Centraal - Frankfurt (M) Hbf, Arnhem Centraal - Winterswijk","82,129",,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-11 12:36:01","2012-01-11 19:10:02",390
1908,Geldermalsen-Dordrecht,"Dordrecht - Geldermalsen",55,,,"sein-en overwegstoring","signal and level crossing failure","sein-en overwegstoring","signal and level crossing failure",infrastructure,"2012-01-11 13:08:01","2012-01-11 15:10:03",120
1909,Arnhem-Ede-Wageningen/Nijmegen,"Arnhem Centraal - Nijmegen, Arnhem Centraal - Utrecht Centraal","59,133",,,"sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2012-01-11 13:32:02","2012-01-11 16:14:01",160
1910,Arnhem-Winterswijk,"Arnhem Centraal - Winterswijk",82,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2012-01-11 13:34:01","2012-01-11 15:10:03",94
1911,Tiel-Arnhem,"Arnhem Centraal - Tiel",54,,,"sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2012-01-11 14:30:01","2012-01-11 16:14:01",100
1912,Geldermalsen-Dordrecht,"Dordrecht - Geldermalsen",55,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-11 15:38:01","2012-01-11 20:06:01",266
1913,Enschede-Hengelo,"Enschede - Hengelo",92,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2012-01-11 16:04:01","2012-01-11 17:32:02",86
1914,Geldermalsen-Dordrecht,"Dordrecht - Geldermalsen",55,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-12 10:36:01","2012-01-12 18:10:01",452
1915,"Leiden Centraal-Utrecht Centraal","Leiden Centraal - Utrecht Centraal",147,,,"defecte spoorbrug","damaged railway bridge","defecte spoorbrug","damaged railway bridge",infrastructure,"2012-01-12 15:18:01","2012-01-12 17:40:01",140
1916,Geldermalsen-Dordrecht,"Dordrecht - Geldermalsen",55,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-13 10:40:02","2012-01-13 16:04:01",322
1917,Zwolle-Emmen,"Emmen - Zwolle",159,,,"persoon op het spoor","person on the railway track","persoon op het spoor","person on the railway track",external,"2012-01-13 17:02:01","2012-01-13 17:40:01",36
1918,"Den Haag HS-Leiden Centraal","Den Haag HS - Leiden Centraal",168,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2012-01-13 18:50:01","2012-01-13 20:32:01",100
1919,"Utrecht Centraal-Alphen a/d Rijn/Amsterdam C/Den Haag C/Rotterdam C","Den Haag Centraal - Utrecht Centraal, Leiden Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal","142,143,147",,,"sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2012-01-14 08:04:02","2012-01-14 10:44:01",70
1920,'s-Hertogenbosch-Nijmegen,"'s-Hertogenbosch - Nijmegen",57,,,"defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2012-01-14 19:42:01","2012-01-14 21:36:01",112
1921,Eindhoven,"'s-Hertogenbosch - Eindhoven, Eindhoven - Roermond, Eindhoven - Tilburg, Eindhoven - Venlo","65,67,152,153",,,stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2012-01-15 07:40:02","2012-01-15 08:10:01",28
1922,Sittard-Maastricht,"Maastricht - Sittard",74,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2012-01-15 08:58:01","2012-01-15 10:14:01",74
1923,"Lelystad C-Amsterdam C/Hilversum/Schiphol","Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport","144,145,149",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2012-01-16 06:52:01","2012-01-16 07:12:01",18
1924,"Lelystad C-Amsterdam C/Hilversum/Schiphol","Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport","144,145,149",,,stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2012-01-16 07:10:02","2012-01-16 10:06:01",174
1925,"Utrecht Centraal-Arnhem","Arnhem Centraal - Utrecht Centraal",133,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2012-01-16 07:12:01","2012-01-16 08:04:01",50
1926,"Utrecht Centraal-Rhenen","Rhenen - Utrecht Centraal",166,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2012-01-16 07:20:01","2012-01-16 08:04:01",42
1927,"Utrecht Centraal-Lelystad C","Almere Oostvaarders - Utrecht Centraal",149,,,"eerdere verstoring","an earlier disruption","eerdere verstoring","an earlier disruption",logistical,"2012-01-16 08:32:02","2012-01-16 10:06:01",92
1928,"Den Haag C-Amsterdam C","Amsterdam Centraal - Haarlem, Den Haag Centraal - Leiden Centraal, Haarlem - Leiden Centraal","23,112,169",,,"defect spoor","defective railway track","defect spoor","defective railway track",infrastructure,"2012-01-16 10:42:01","2012-01-16 23:40:01",776
1929,Arnhem-Winterswijk,"Arnhem Centraal - Winterswijk",82,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-17 05:16:01","2012-01-17 07:42:01",142
1930,Leeuwarden-Zwolle,"Leeuwarden - Zwolle",160,,,overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2012-01-17 05:34:01","2012-01-17 07:26:01",112
1931,Dordrecht-Breda/Roosendaal,"Breda - Dordrecht",170,,,"sein-en overwegstoring","signal and level crossing failure","sein-en overwegstoring","signal and level crossing failure",infrastructure,"2012-01-17 05:42:02","2012-01-17 08:36:02",144
1932,"Utrecht Centraal-Amsterdam C/Schiphol","Amsterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal","136,137",,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2012-01-17 10:12:01","2012-01-17 14:12:01",236
1933,"Utrecht Centraal-'s-Hertogenbosch","'s-Hertogenbosch - Utrecht Centraal",151,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2012-01-17 10:18:01","2012-01-17 10:36:01",16
1934,"Amsterdam C-Hilversum/Lelystad C","Amersfoort - Amsterdam Centraal, Amsterdam Centraal - Lelystad Centrum","135,145",,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2012-01-17 10:32:03","2012-01-17 12:28:01",56
1935,Zwolle-Groningen,"Groningen - Zwolle",146,,,"gestrande trein","stranded train","gestrande trein","stranded train","rolling stock","2012-01-17 20:04:01","2012-01-17 22:40:01",154
1936,"Rotterdam C-Hoek v H Strand","Hoek van Holland Strand - Rotterdam Centraal",9,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2012-01-18 08:02:04","2012-01-18 09:06:01",60
1937,"Amsterdam C-Rotterdam C","Leiden Centraal - Schiphol Airport",22,,,"uitloop van werkzaamheden","over-running engineering works","uitloop van werkzaamheden","over-running engineering works","engineering work","2012-01-19 05:06:02","2012-01-19 06:02:01",54
1938,"Leiden Centraal-Haarlem","Amersfoort - Utrecht Centraal, Amersfoort - Zwolle, Harlingen Haven - Leeuwarden, Leeuwarden - Zwolle, Leiden Centraal - Utrecht Centraal","48,103,134,147,160",,,"uitloop van werkzaamheden","over-running engineering works","uitloop van werkzaamheden","over-running engineering works","engineering work","2012-01-19 05:10:02","2012-01-19 05:58:01",46
1939,"Amsterdam C-Leiden Centraal","Haarlem - Leiden Centraal",23,,,"uitloop van werkzaamheden","over-running engineering works","uitloop van werkzaamheden","over-running engineering works","engineering work","2012-01-19 05:54:01","2012-01-19 08:34:03",128
1940,"Amsterdam C-Leiden Centraal","Amsterdam Centraal - Haarlem, Haarlem - Leiden Centraal","23,112",,,"uitloop van werkzaamheden","over-running engineering works","uitloop van werkzaamheden","over-running engineering works","engineering work","2012-01-19 06:00:01","2012-01-19 08:34:04",122
1941,Arnhem-Winterswijk,"Arnhem Centraal - Winterswijk",82,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-19 08:12:01","2012-01-19 12:34:02",260
1942,Geldermalsen-Dordrecht,"Dordrecht - Geldermalsen",55,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-19 08:24:01","2012-01-19 14:08:01",342
1943,Roosendaal-Brussel-Zuid,"Antwerpen-Centraal - Roosendaal",122,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2012-01-19 10:18:02","2012-01-19 11:36:01",76
1944,"Leiden Centraal-Den Haag HS","Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal","168,169",,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2012-01-19 15:32:01","2012-01-19 16:38:01",64
1945,Antwerpen-Centr-Roosendaal,,,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2012-01-19 20:04:01","2012-01-19 21:40:01",92
1946,"Amsterdam C-Den Haag C, Schiphol-Leiden Centraal","Amsterdam Centraal - Schiphol Airport, Schiphol Airport - Zaandam","32,165",,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-20 06:52:02","2012-01-20 10:40:01",226
1947,Nijmegen-Venlo,"Nijmegen - Venlo",64,,,politieonderzoek,"police investigation",politieonderzoek,"police investigation",external,"2012-01-20 11:16:01","2012-01-20 13:04:01",106
1948,"Leiden Centraal-Utrecht Centraal","Leiden Centraal - Utrecht Centraal",147,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-20 13:44:04","2012-01-20 20:20:01",394
1949,Geldermalsen-Dordrecht,"Dordrecht - Geldermalsen",55,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2012-01-20 17:58:01","2012-01-20 19:12:02",72
1950,Zwolle-Amersfoort,"Amersfoort - Zwolle",48,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2012-01-20 19:28:01","2012-01-20 22:18:04",166
1951,Zwolle-Groningen/Leeuwarden,"Groningen - Zwolle, Leeuwarden - Zwolle","146,160",,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2012-01-20 22:14:06","2012-01-21 00:10:01",108
1952,Zwolle-Emmen/Groningen/Leeuwarden,"Emmen - Zwolle",159,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2012-01-20 22:28:02","2012-01-21 00:10:03",88
1953,Arnhem-Zutphen,"Arnhem Centraal - Zutphen",132,,,aanrijding,collision,aanrijding,collision,accidents,"2012-01-21 09:12:01","2012-01-21 11:10:01",116
1954,Zwolle-Amersfoort,"Amersfoort - Zwolle",48,,,"aanrijding met een voertuig","collision with a vehicle","aanrijding met een voertuig","collision with a vehicle",accidents,"2012-01-21 12:16:01","2012-01-21 15:04:02",166
1955,"Utrecht Centraal-Alphen a/d Rijn/Leiden Centraal","Leiden Centraal - Utrecht Centraal",147,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2012-01-21 13:22:02","2012-01-21 14:02:02",36
1956,"Leiden Centraal-Alphen a/d Rijn/Utrecht Centraal","Leiden Centraal - Utrecht Centraal",147,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2012-01-21 14:06:01","2012-01-21 15:36:02",88
1957,"Utrecht Centraal-Alphen a/d Rijn/Amsterdam C/Den Haag C/Rotterdam C","Den Haag Centraal - Utrecht Centraal, Leiden Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal","142,143,147",,,aanrijding,collision,aanrijding,collision,accidents,"2012-01-21 19:28:01","2012-01-21 21:06:02",96
1958,"Arnhem-Köln Hbf/Winterswijk","Arnhem Centraal - Frankfurt (M) Hbf, Arnhem Centraal - Winterswijk","82,129",,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2012-01-22 07:16:01","2012-01-22 10:02:01",144
1959,Zutphen-Apeldoorn,"Apeldoorn - Zutphen",85,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-22 14:52:01","2012-01-22 16:36:01",102
1960,"Lelystad C-Amsterdam C/Hilversum/Schiphol","Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport","144,145,149",,,"inzet van de brandweer","deployment of the fire department","inzet van de brandweer","deployment of the fire department",external,"2012-01-22 17:56:01","2012-01-22 20:08:01",118
1961,Apeldoorn-Zutphen,"Apeldoorn - Zutphen",85,,,"sein-en overwegstoring","signal and level crossing failure","sein-en overwegstoring","signal and level crossing failure",infrastructure,"2012-01-22 19:28:01","2012-01-22 21:12:02",58
1962,"Amsterdam C-Lelystad C, Schiphol-Hilversum/Lelystad C","Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport","144,145",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2012-01-23 06:12:02","2012-01-23 06:34:01",20
1963,"Lelystad C-Amsterdam C/Schiphol","Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport","144,145",,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-23 06:38:01","2012-01-23 09:34:02",110
1964,"Amsterdam C-Lelystad C","Amsterdam Centraal - Lelystad Centrum",145,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-23 06:42:01","2012-01-23 09:36:01",172
1965,"Lelystad C-Hilversum/Utrecht Centraal","Almere Oostvaarders - Utrecht Centraal",149,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2012-01-23 07:16:02","2012-01-23 09:36:01",138
1966,"Rotterdam C-Den Haag C","Den Haag HS - Rotterdam Centraal",11,,,brandmelding,"fire alarm",brandmelding,"fire alarm",external,"2012-01-23 21:36:01","2012-01-23 22:02:01",24
1967,Sittard-Eindhoven,"Roermond - Sittard",73,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2012-01-24 05:08:02","2012-01-24 07:10:01",84
