rdt_id,ns_lines,rdt_lines,rdt_lines_id,rdt_station_names,rdt_station_codes,cause_nl,cause_en,statistical_cause_nl,statistical_cause_en,cause_group,start_time,end_time,duration_minutes
12940,"Utrecht C.-'s-Hertogenbosch","'s-Hertogenbosch - Utrecht Centraal",151,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2016-01-04 13:12:01","2016-01-04 14:06:02",3
12941,Hilversum-Amersfoort,"Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport","135,148",,,"inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2016-01-04 14:31:02","2016-01-04 15:01:02",21
12942,Groningen-Veendam,"Groningen - Veendam",154,,,stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2016-01-04 18:29:01","2016-01-04 20:46:02",123
12943,"Amsterdam C.-Breda",,,,,"inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2016-01-04 19:58:01","2016-01-04 23:02:01",136
12944,"Schiphol Airport-Hilversum/Lelystad C.","Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport","144,148",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2016-01-04 22:31:01","2016-01-05 01:10:01",132
12945,Zwolle-Leeuwarden,"Leeuwarden - Zwolle",160,,,"de weersomstandigheden","weather circumstances","de weersomstandigheden","weather circumstances",weather,"2016-01-05 06:14:01","2016-01-06 01:33:02",1159
12946,Zwolle-Emmen,"Emmen - Zwolle",159,,,"de weersomstandigheden","weather circumstances","de weersomstandigheden","weather circumstances",weather,"2016-01-05 07:18:01","2016-01-06 01:33:02",1089
12947,"Leeuwarden-Harlingen Haven/Stavoren","Harlingen Haven - Leeuwarden, Leeuwarden - Stavoren","103,104",,,"de weersomstandigheden","weather circumstances","de weersomstandigheden","weather circumstances",weather,"2016-01-05 07:22:01","2016-01-05 13:06:02",344
12948,"Groningen-Delfzijl/Leer (Ostfr.)/Leeuwarden/Roodeschool/Veendam","Delfzijl - Groningen, Groningen - Bad Nieuweschans, Groningen - Eemshaven, Groningen - Leer (Ostfriesland), Groningen - Leeuwarden, Groningen - Veendam","102,154,155,156,157,158",,,"de weersomstandigheden","weather circumstances","de weersomstandigheden","weather circumstances",weather,"2016-01-05 07:28:01","2016-01-05 13:06:02",338
12949,"Den Helder-Alkmaar","Alkmaar - Den Helder",162,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2016-01-05 07:42:01","2016-01-05 09:11:01",30
12950,"Amsterdam C.-Breda",,,,,"eerdere verstoring","an earlier disruption","eerdere verstoring","an earlier disruption",logistical,"2016-01-05 08:11:01","2016-01-05 10:15:02",110
12951,Zwolle-Groningen,"Groningen - Zwolle",146,,,"de weersomstandigheden","weather circumstances","de weersomstandigheden","weather circumstances",weather,"2016-01-05 08:29:02","2016-01-06 01:33:03",1018
12952,Zwolle-Leeuwarden,"Leeuwarden - Zwolle",160,,,"de weersomstandigheden","weather circumstances","de weersomstandigheden","weather circumstances",weather,"2016-01-05 08:31:02","2016-01-05 15:12:01",401
12953,Groningen-Roodeschool,"Groningen - Eemshaven",158,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2016-01-05 09:25:01","2016-01-05 11:18:01",112
12954,"Leiden C.-Schiphol Airport","Leiden Centraal - Schiphol Airport",22,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2016-01-05 10:14:02","2016-01-05 13:33:02",142
12955,"Schiphol Airport-Hilversum/Lelystad C.","Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport","144,148",,,"defect wissel","defective point","defect wissel","defective point",infrastructure,"2016-01-06 06:06:01","2016-01-06 08:35:02",149
12956,"Leiden C.-Alphen a/d Rijn","Leiden Centraal - Utrecht Centraal",147,,,"inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2016-01-06 08:33:01","2016-01-06 09:08:01",7
12957,Groningen-Delfzijl/Roodeschool,"Delfzijl - Groningen, Groningen - Eemshaven","157,158",,,"eerdere verstoring","an earlier disruption","eerdere verstoring","an earlier disruption",logistical,"2016-01-06 11:02:01","2016-01-06 12:31:01",61
12958,Leeuwarden-Zwolle,"Leeuwarden - Zwolle",160,,,"gestrande trein","stranded train","gestrande trein","stranded train","rolling stock","2016-01-06 17:59:01","2016-01-06 20:03:01",101
12959,Apeldoorn-Deventer,"Apeldoorn - Deventer",87,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2016-01-06 18:26:01","2016-01-06 19:56:01",67
12960,Arnhem-Nijmegen,"Arnhem Centraal - Nijmegen",59,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2016-01-06 21:03:01","2016-01-06 22:00:01",40
12961,Helmond-Deurne/Venlo,"Eindhoven - Venlo",65,,,"sein-en overwegstoring","signal and level crossing failure","sein-en overwegstoring","signal and level crossing failure",infrastructure,"2016-01-07 07:39:01","2016-01-07 08:32:01",45
12962,"Almere C.-Lelystad C.","Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport","144,145,149",,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2016-01-07 10:08:01","2016-01-07 11:34:01",48
12963,"Rotterdam C.-Den Haag HS","Den Haag HS - Rotterdam Centraal",11,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2016-01-07 13:34:01","2016-01-07 14:02:01",7
12964,"Rotterdam C.-Breda","Breda - Rotterdam Centraal (HSL)",15,,,"de weersomstandigheden","weather circumstances","de weersomstandigheden","weather circumstances",weather,"2016-01-07 16:21:01","2016-01-07 21:57:01",318
12965,"Schiphol Airport-Leiden C.","Leiden Centraal - Schiphol Airport",22,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2016-01-07 18:11:01","2016-01-07 18:35:02",2
12966,"Utrecht C.-Alphen a/d Rijn","Leiden Centraal - Utrecht Centraal",147,,,"defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2016-01-07 18:35:02","2016-01-08 01:18:01",403
12967,Zwolle-Assen,"Groningen - Zwolle",146,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2016-01-07 21:17:01","2016-01-07 21:21:02",4
12968,"Utrecht C.-Rotterdam C.","Rotterdam Centraal - Utrecht Centraal",142,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2016-01-08 07:21:02","2016-01-08 09:24:01",77
12969,"Leiden C.-Alphen a/d Rijn","Leiden Centraal - Utrecht Centraal",147,,,"verstoring elders","disruption elsewhere","verstoring elders","disruption elsewhere",logistical,"2016-01-08 07:47:01","2016-01-08 09:24:02",53
12970,Amersfoort-Deventer,"Amersfoort - Apeldoorn, Apeldoorn - Deventer","50,87",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2016-01-08 07:51:02","2016-01-08 14:59:01",373
12971,"Utrecht Centraal-Den Bosch na 00.45 uur",,,,,herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2016-01-08 10:57:01","2016-01-09 00:12:01",795
12972,"Amsterdam-Utrecht/Woerden na 00.10 uur",,,,,herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2016-01-08 13:04:01","2016-01-09 00:15:01",671
12973,Eindhoven-Deurne/Venlo,"Eindhoven - Venlo",65,,,"persoon op het spoor","person on the railway track","persoon op het spoor","person on the railway track",external,"2016-01-08 15:24:02","2016-01-08 17:11:02",69
12974,"Amsterdam C.-Breda",,,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2016-01-08 15:34:01","2016-01-08 20:02:01",233
12975,"Lelystad C.-Zwolle","Lelystad Centrum - Zwolle",131,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2016-01-08 19:41:02","2016-01-08 20:02:02",4
12976,Nijmegen-Oss,"'s-Hertogenbosch - Nijmegen",57,,,aanrijding,collision,aanrijding,collision,accidents,"2016-01-08 21:22:01","2016-01-08 21:52:02",7
12977,"Den Haag HS-Rotterdam C.","Den Haag HS - Rotterdam Centraal",11,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2016-01-08 21:36:01","2016-01-08 22:38:01",16
12978,"Amsterdam C.-Gouda/Utrecht C.","Den Haag Centraal - Utrecht Centraal, Leiden Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal","142,143,147",,,herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2016-01-09 00:28:02","2016-01-09 05:16:02",274
12979,"Utrecht C.-'s-Hertogenbosch","'s-Hertogenbosch - Utrecht Centraal",151,,,herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2016-01-09 00:34:01","2016-01-09 04:09:01",215
12980,"Amsterdam C.-Rotterdam C.",,,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2016-01-09 09:08:02","2016-01-09 11:01:02",47
12981,"Utrecht C.-Ede-Wageningen","Arnhem Centraal - Utrecht Centraal",133,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2016-01-09 09:17:01","2016-01-09 11:30:02",76
12982,'s-Hertogenbosch-Tilburg,"'s-Hertogenbosch - Tilburg",69,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2016-01-09 18:18:01","2016-01-09 20:02:02",91
12983,Zwolle-Assen/Leeuwarden,"Groningen - Zwolle, Leeuwarden - Zwolle","146,160",,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2016-01-10 10:27:02","2016-01-10 11:19:02",37
12984,Tiel-Arnhem,"Arnhem Centraal - Tiel",54,,,"defect spoor","defective railway track","defect spoor","defective railway track",infrastructure,"2016-01-10 11:33:02","2016-01-10 13:31:02",107
12985,Amersfoort-Apeldoorn,"Amersfoort - Apeldoorn",50,,,"dier op het spoor","an animal on the railway track","dier op het spoor","an animal on the railway track",external,"2016-01-10 12:44:02","2016-01-10 13:31:03",17
12986,"Den Haag HS-Leiden C.","Den Haag HS - Leiden Centraal",168,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2016-01-10 19:34:02","2016-01-10 22:30:02",146
12987,Zutphen-Winterswijk,"Winterswijk - Zutphen",83,,,overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2016-01-11 08:15:01","2016-01-11 13:12:01",218
12988,Groningen-Delfzijl,"Delfzijl - Groningen",157,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2016-01-11 12:36:02","2016-01-11 13:03:01",12
12989,Eindhoven-'s-Hertogenbosch,"'s-Hertogenbosch - Eindhoven",153,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2016-01-11 16:47:01","2016-01-11 20:46:01",218
12990,Zwolle-Almelo,"Almelo - Zwolle",95,,,"aanrijding met een voertuig","collision with a vehicle","aanrijding met een voertuig","collision with a vehicle",accidents,"2016-01-11 19:07:01","2016-01-11 20:30:01",82
12991,Amersfoort-Apeldoorn/Ede-Wageningen,"Amersfoort - Apeldoorn, Amersfoort - Ede-Wageningen","47,50",,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2016-01-11 19:33:01","2016-01-11 20:32:02",20
12992,"Schiphol Airport-Leiden C.","Leiden Centraal - Schiphol Airport",22,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2016-01-12 06:06:01","2016-01-12 09:04:01",153
12993,Assen-Groningen,"Groningen - Zwolle",146,,,"sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2016-01-12 06:28:01","2016-01-12 08:07:02",58
12994,Arnhem-Nijmegen,"Arnhem Centraal - Nijmegen",59,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2016-01-12 06:53:02","2016-01-12 09:29:01",113
12995,Winterswijk-Zutphen,"Winterswijk - Zutphen",83,,,"aanrijding met een voertuig","collision with a vehicle","aanrijding met een voertuig","collision with a vehicle",accidents,"2016-01-12 09:51:01","2016-01-12 14:47:01",276
12996,"Den Haag C.-Gouda","Den Haag Centraal - Utrecht Centraal",143,,,aanrijding,collision,aanrijding,collision,accidents,"2016-01-12 11:35:02","2016-01-12 12:29:02",20
12997,Amersfoort-Apeldoorn/Ede-Wageningen,"Amersfoort - Apeldoorn, Amersfoort - Ede-Wageningen","47,50",,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2016-01-12 15:11:01","2016-01-12 18:31:01",144
12998,"Schiphol Airport-Leiden C.","Leiden Centraal - Schiphol Airport",22,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2016-01-13 11:51:01","2016-01-13 12:31:01",9
12999,"Groningen-Leer (Ostfr.)","Groningen - Bad Nieuweschans, Groningen - Leer (Ostfriesland)","155,156",,,stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2016-01-13 15:22:01","2016-01-13 18:42:01",182
13000,Zwolle-Leeuwarden,"Leeuwarden - Zwolle",160,,,overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2016-01-13 18:01:01","2016-01-13 20:54:01",158
13001,Apeldoorn-Amersfoort,"Amersfoort - Apeldoorn",50,,,aanrijding,collision,aanrijding,collision,accidents,"2016-01-13 18:46:01","2016-01-13 19:58:02",46
13002,Gouda,"Den Haag Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal","142,143",,,"inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2016-01-13 19:14:01","2016-01-13 20:33:01",41
13003,Zwolle-Assen/Leeuwarden,"Groningen - Zwolle, Leeuwarden - Zwolle","146,160",,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2016-01-14 06:54:02","2016-01-14 10:00:02",167
13004,"Utrecht C.-Amersfoort","Amersfoort - Utrecht Centraal",134,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2016-01-14 10:04:02","2016-01-14 10:32:01",10
13005,"Rotterdam C.-Den Haag C.","Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal","10,11",,,"defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2016-01-14 10:25:01","2016-01-14 15:05:02",267
13006,"Schiphol Airport-Almere C./Amsterdam C./Hilversum/Utrecht C.","Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal","137,144,148",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2016-01-14 11:28:01","2016-01-14 13:33:01",89
13007,"Rotterdam C.-Hoek v H. Strand","Hoek van Holland Strand - Rotterdam Centraal",9,,,"eerdere verstoring","an earlier disruption","eerdere verstoring","an earlier disruption",logistical,"2016-01-14 15:42:02","2016-01-14 18:39:01",160
13008,"Haarlem-Leiden C.","Haarlem - Leiden Centraal",23,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2016-01-15 05:02:01","2016-01-15 16:59:01",661
13009,"Groningen-Leer (Ostfr.)/Veendam","Groningen - Bad Nieuweschans, Groningen - Leer (Ostfriesland), Groningen - Veendam","154,155,156",,,overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2016-01-15 07:53:01","2016-01-15 09:01:01",53
13010,Nijmegen-Venlo,"Nijmegen - Venlo",64,,,overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2016-01-15 10:51:02","2016-01-15 15:30:01",238
13011,"Rotterdam C.-Den Haag C./Hoek v H. Strand","Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal, Hoek van Holland Strand - Rotterdam Centraal","9,10,11",,,"defecte spoorbrug","damaged railway bridge","defecte spoorbrug","damaged railway bridge",infrastructure,"2016-01-15 11:15:01","2016-01-15 13:57:01",142
13012,Eindhoven-Deurne/Venlo,"Eindhoven - Venlo",65,,,overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2016-01-15 13:57:02","2016-01-15 14:29:01",11
13013,"Overvecht-Maliebaan, Utrecht C.-Amersfoort/Baarn/Hilversum","Almere Oostvaarders - Utrecht Centraal, Amersfoort - Utrecht Centraal, Baarn - Utrecht Centraal, Hilversum - Utrecht Centraal, Utrecht Centraal - Utrecht Maliebaan","40,44,51,134,149",,,"inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2016-01-15 14:12:01","2016-01-15 14:59:01",9
13014,"Amsterdam C.-Breda",,,,,"eerdere verstoring","an earlier disruption","eerdere verstoring","an earlier disruption",logistical,"2016-01-15 14:38:02","2016-01-15 16:32:04",109
13015,Groningen-Leeuwarden,"Groningen - Leeuwarden",102,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2016-01-15 14:49:02","2016-01-16 01:46:01",638
13016,Dordrecht-Geldermalsen,"Dordrecht - Geldermalsen",55,,,"sein-en overwegstoring","signal and level crossing failure","sein-en overwegstoring","signal and level crossing failure",infrastructure,"2016-01-15 15:00:01","2016-01-15 16:03:02",42
13017,"Brussel Z./Midi-Antwerpen-C.","Brussel-Zuid/Midi - Rotterdam Centraal (HSL), Paris-Nord - Rotterdam Centraal (HSL)","123,167",,,"de weersomstandigheden","weather circumstances","de weersomstandigheden","weather circumstances",weather,"2016-01-15 17:15:02","2016-01-16 15:03:01",1308
13018,"Rotterdam C.-Gouda","Rotterdam Centraal - Utrecht Centraal",142,,,"sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2016-01-15 17:27:01","2016-01-15 21:30:01",217
13019,"Dordrecht-Rotterdam C.","Dordrecht - Rotterdam Centraal",16,,,"inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2016-01-15 20:26:02","2016-01-15 22:05:02",37
13020,"Rotterdam C.-Breda","Breda - Rotterdam Centraal (HSL)",15,,,"inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2016-01-15 20:36:01","2016-01-15 22:05:03",28
13021,"Utrecht C.-Amersfoort","Amersfoort - Utrecht Centraal",134,,,"defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2016-01-17 10:21:01","2016-01-17 15:02:01",254
13022,"Utrecht C.-Baarn","Baarn - Utrecht Centraal",44,,,"defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2016-01-17 10:24:02","2016-01-17 15:02:01",249
13023,"Amsterdam C.-Amersfoort, Schiphol Airport-Hilversum","Amersfoort - Schiphol Airport",148,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2016-01-17 14:17:05","2016-01-17 16:46:01",128
13024,Apeldoorn-Deventer,"Apeldoorn - Deventer",87,,,"defect spoor","defective railway track","defect spoor","defective railway track",infrastructure,"2016-01-17 21:59:02","2016-01-18 00:43:01",163
13025,"Schiphol Airport-Rotterdam C.","Rotterdam Centraal - Schiphol Airport (HSL)",24,,,aanrijding,collision,aanrijding,collision,accidents,"2016-01-17 22:10:02","2016-01-18 00:34:01",141
13026,Winterswijk-Zutphen,"Winterswijk - Zutphen",83,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2016-01-18 07:49:01","2016-01-18 09:04:02",34
13027,Zaandam-Sloterdijk,"Alkmaar - Amsterdam Centraal, Amsterdam Centraal - Hoorn, Schiphol Airport - Zaandam","161,164,165",,,herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2016-01-18 09:14:01","2016-01-18 09:15:02",1
13028,"10.00-11.00 Amsterdam-Amsterdam Sloterdijk herstelwerkzaamheden",,,,,herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2016-01-18 09:15:03","2016-01-18 10:02:02",47
13029,"Schiphol Airport","Amersfoort - Schiphol Airport, Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal, Schiphol Airport - Zaandam","22,32,137,144,148,165",,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2016-01-18 09:26:01","2016-01-18 10:29:02",24
13030,"Sloterdijk-Amsterdam C.",,,,,herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2016-01-18 10:02:02","2016-01-18 11:04:02",62
13031,"Lelystad C.-Almere C.","Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport","144,145,149",,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2016-01-18 10:18:01","2016-01-18 11:03:01",11
13032,Ede-Wageningen-Arnhem,"Arnhem Centraal - Utrecht Centraal",133,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2016-01-18 10:41:02","2016-01-18 13:00:01",97
13033,"Apeldoorn-Deventer herstelwerkzaamheden vanaf 19.30 uur","Apeldoorn - Deventer",87,,,herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2016-01-18 12:03:01","2016-01-18 19:35:01",452
13034,Zwolle-Kampen,"Kampen - Zwolle",49,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2016-01-18 13:00:03","2016-01-18 15:36:02",132
13035,Arnhem-Winterswijk,"Arnhem Centraal - Winterswijk",82,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2016-01-18 13:11:01","2016-01-18 15:02:01",74
13036,Deventer-Apeldoorn,"Apeldoorn - Deventer",87,,,herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2016-01-18 13:20:02","2016-01-18 15:02:02",64
13037,"Storing actuele vertrektijden",,,,,,,,,unknown,"2016-01-18 13:40:10","2016-01-18 15:26:56",107
13038,Vlissingen-Roosendaal,"Roosendaal - Vlissingen",21,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2016-01-18 16:23:02","2016-01-18 20:34:01",222
13039,Leeuwarden-Stavoren,"Leeuwarden - Stavoren",104,,,"sein-en overwegstoring","signal and level crossing failure","sein-en overwegstoring","signal and level crossing failure",infrastructure,"2016-01-18 17:48:02","2016-01-18 20:34:02",137
13040,Deventer-Apeldoorn,"Apeldoorn - Deventer",87,,,herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2016-01-18 19:31:01","2016-01-19 01:23:01",350
13041,Deventer-Amersfoort,"Amersfoort - Apeldoorn, Apeldoorn - Deventer","50,87",,,herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2016-01-19 01:29:01","2016-01-19 05:53:01",260
13042,"Utrecht C.-Den Haag C./Rotterdam C.","Den Haag Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal","142,143",,,"uitloop van werkzaamheden","over-running engineering works","uitloop van werkzaamheden","over-running engineering works","engineering work","2016-01-19 05:02:01","2016-01-19 07:59:02",130
