rdt_id,ns_lines,rdt_lines,rdt_lines_id,rdt_station_names,rdt_station_codes,cause_nl,cause_en,statistical_cause_nl,statistical_cause_en,cause_group,start_time,end_time,duration_minutes
5192,Sittard-Roermond,"Roermond - Sittard",73,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2013-01-05 14:04:01","2013-01-05 14:38:01",2
5193,"Enschede-Dortmund Hbf/Münster (Westf)","Dortmund Hbf - Enschede, Enschede - Gronau (Westf.), Enschede - Münster (Westf.) Hbf","93,126,127",,,stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2013-01-05 17:20:01","2013-01-05 22:02:01",274
5194,Zutphen-Arnhem,"Arnhem Centraal - Zutphen",132,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2013-01-05 18:37:01","2013-01-05 21:32:01",154
5195,Winterswijk-Arnhem,"Arnhem Centraal - Winterswijk",82,,,werkzaamheden,"engineering works",werkzaamheden,"engineering works","engineering work","2013-01-05 22:02:02","2013-01-06 01:52:01",230
5196,Enkhuizen-Alkmaar/Zaandam,"Enkhuizen - Hoorn",119,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-06 21:31:01","2013-01-06 23:36:01",82
5197,"Alphen a/d Rijn-Utrecht Centraal, Gouda-Amsterdam C/Den Haag C/Rotterdam C/Utrecht Centraal","Den Haag Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal","142,143",,,"uitloop van werkzaamheden","over-running engineering works","uitloop van werkzaamheden","over-running engineering works","engineering work","2013-01-07 06:25:01","2013-01-07 07:33:01",12
5198,"Leiden Centraal-Haarlem","Haarlem - Leiden Centraal",23,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2013-01-07 07:09:01","2013-01-07 09:45:01",142
5199,"Tilburg-Den Haag C","Breda - Dordrecht, Breda - Tilburg, Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal, Dordrecht - Rotterdam Centraal","10,11,16,68,170",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-07 08:03:01","2013-01-07 10:35:01",102
5200,'s-Hertogenbosch-Nijmegen,"'s-Hertogenbosch - Nijmegen",57,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2013-01-07 09:12:01","2013-01-07 09:45:02",23
5201,"Schiphol-Almere C/Hilversum","Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport","144,148",,,"inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2013-01-07 19:54:01","2013-01-07 20:33:01",8
5202,Arnhem-Winterswijk,"Arnhem Centraal - Winterswijk",82,,,"eerdere verstoring","an earlier disruption","eerdere verstoring","an earlier disruption",logistical,"2013-01-07 21:01:02","2013-01-08 02:04:01",297
5203,"Leer (Ostfr.)-Groningen","Groningen - Bad Nieuweschans, Groningen - Leer (Ostfriesland)","155,156",,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2013-01-08 12:18:01","2013-01-08 13:34:01",48
5204,"Rotterdam C-Gouda","Rotterdam Centraal - Utrecht Centraal",142,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2013-01-08 16:18:01","2013-01-08 17:01:01",6
5205,Winterswijk-Arnhem,"Arnhem Centraal - Winterswijk",82,,,"eerdere verstoring","an earlier disruption","eerdere verstoring","an earlier disruption",logistical,"2013-01-08 18:19:01","2013-01-09 02:06:01",445
5206,"Den Haag C-Leiden Centraal","Den Haag Centraal - Leiden Centraal",169,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2013-01-09 09:11:01","2013-01-09 10:00:01",8
5207,Groningen-Leeuwarden,"Groningen - Leeuwarden",102,,,stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2013-01-09 09:50:02","2013-01-09 11:02:01",18
5208,Vlissingen-Roosendaal,"Roosendaal - Vlissingen",21,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2013-01-09 10:36:01","2013-01-09 15:18:02",266
5209,"Den Haag C-Leiden Centraal","Den Haag Centraal - Leiden Centraal",169,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2013-01-09 11:57:01","2013-01-09 12:58:01",13
5210,Tilburg-Eindhoven,"Eindhoven - Tilburg",152,,,overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2013-01-09 15:32:01","2013-01-09 17:02:01",54
5211,"Utrecht Centraal-Amersfoort","Amersfoort - Utrecht Centraal",134,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2013-01-09 18:10:01","2013-01-09 22:02:01",201
5212,Arnhem-Ede-Wageningen/Nijmegen,"Arnhem Centraal - Utrecht Centraal",133,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2013-01-10 06:11:01","2013-01-10 07:33:01",58
5213,Zwolle-Groningen,"Groningen - Zwolle",146,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2013-01-10 14:52:01","2013-01-10 16:25:01",36
5214,Breda-Dordrecht,"Breda - Dordrecht",170,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2013-01-10 18:01:01","2013-01-10 19:01:03",24
5215,Schiphol,"Amersfoort - Schiphol Airport, Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL), Schiphol Airport - Utrecht Centraal, Schiphol Airport - Zaandam","22,24,32,137,144,148,165",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-10 19:09:01","2013-01-10 21:39:01",104
5216,Amersfoort-Zwolle,"Amersfoort - Zwolle",48,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2013-01-10 21:50:01","2013-01-10 22:32:01",22
5217,"Utrecht Centraal","'s-Hertogenbosch - Utrecht Centraal, Almere Oostvaarders - Utrecht Centraal, Amersfoort - Utrecht Centraal, Amsterdam Centraal - Utrecht Centraal, Arnhem Centraal - Utrecht Centraal, Baarn - Utrecht Centraal, Den Haag Centraal - Utrecht Centraal, Hilversum - Utrecht Centraal, Leiden Centraal - Utrecht Centraal, Rhenen - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal, Tiel - Utrecht Centraal, Utrecht Centraal - Utrecht Maliebaan","40,44,51,133,134,136,137,142,143,147,149,150,151,166",,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2013-01-11 05:44:01","2013-01-11 06:32:02",22
5218,Zwolle-Assen/Leeuwarden,"Groningen - Zwolle, Leeuwarden - Zwolle","146,160",,,"aanrijding met een voertuig","collision with a vehicle","aanrijding met een voertuig","collision with a vehicle",accidents,"2013-01-11 07:05:01","2013-01-11 11:34:01",238
5219,Zwolle-Leeuwarden,"Leeuwarden - Zwolle",160,,,"inzet van de politie","police action","inzet van de politie","police action",external,"2013-01-11 07:05:02","2013-01-11 11:34:02",240
5220,"Rotterdam C-Gouda","Rotterdam Centraal - Utrecht Centraal",142,,,"beschadigd spoorviaduct","damaged railway bridge","beschadigd spoorviaduct","damaged railway bridge",accidents,"2013-01-11 18:44:01","2013-01-11 19:48:01",7
5221,"Utrecht Centraal-Amersfoort","Amersfoort - Utrecht Centraal, Baarn - Utrecht Centraal","44,134",,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2013-01-12 14:10:01","2013-01-12 15:18:01",31
5222,"Gouda-Amsterdam C/Utrecht Centraal, Utrecht Centraal-Alphen a/d Rijn","Amsterdam Centraal - Woerden, Den Haag Centraal - Utrecht Centraal, Leiden Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal","141,142,143,147",,,"uitloop van werkzaamheden","over-running engineering works","uitloop van werkzaamheden","over-running engineering works","engineering work","2013-01-13 06:43:01","2013-01-13 08:04:01",63
5223,"Lelystad Centrum-Zwolle","Lelystad Centrum - Zwolle",131,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-13 09:51:01","2013-01-13 12:37:01",132
5224,"Dronten-Lelystad Centrum","Lelystad Centrum - Zwolle",131,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-13 13:13:01","2013-01-13 14:46:01",67
5225,Deventer-Enschede,"Almelo - Deventer, Almelo - Hengelo, Enschede - Hengelo","88,89,92",,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2013-01-13 13:21:01","2013-01-13 14:46:03",61
5226,Groningen-Assen,"Groningen - Zwolle",146,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2013-01-13 13:27:01","2013-01-13 14:46:03",67
5227,Nijmegen-Venlo,"Nijmegen - Venlo",64,,,overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2013-01-14 08:43:01","2013-01-14 09:40:02",8
5228,Schiphol-Hilversum,"Amersfoort - Schiphol Airport, Amersfoort - Zwolle","48,148",,,"sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2013-01-14 08:59:01","2013-01-14 11:32:01",72
5229,Schiphol-Sloterdijk,"Amsterdam Centraal - Schiphol Airport, Schiphol Airport - Zaandam","32,165",,,"sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2013-01-14 09:03:01","2013-01-14 11:32:01",68
5230,"Dronten-Lelystad Centrum","Lelystad Centrum - Zwolle",131,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-14 09:23:01","2013-01-14 11:24:01",103
5231,Stavoren-Leeuwarden,"Leeuwarden - Stavoren",104,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2013-01-14 11:16:01","2013-01-14 12:33:01",46
5232,Enkhuizen-Alkmaar/Zaandam,"Enkhuizen - Hoorn",119,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2013-01-14 12:37:01","2013-01-14 15:10:01",130
5233,Almelo-Hengelo,"Almelo - Hengelo",89,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-14 14:17:02","2013-01-14 17:36:11",180
5234,"Landelijk aangepaste dienstregeling op dinsdag 15 januari ",,,,,"de weersomstandigheden","weather circumstances","de weersomstandigheden","weather circumstances",weather,"2013-01-14 16:43:02","2013-01-15 00:08:01",445
5235,"Geheel Nederland: aangepaste winterdienstregeling",,,,,"de weersomstandigheden","weather circumstances","de weersomstandigheden","weather circumstances",weather,"2013-01-15 00:00:00","2013-01-16 00:50:40",1864
5236,"Den Haag C-Delft","Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal","10,11",,,"uitloop van werkzaamheden","over-running engineering works","uitloop van werkzaamheden","over-running engineering works","engineering work","2013-01-15 05:39:01","2013-01-15 08:21:01",142
5237,"Den Haag C-Gouda","Den Haag Centraal - Utrecht Centraal",143,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-15 07:27:01","2013-01-15 10:21:01",160
5238,Oss-Nijmegen,"'s-Hertogenbosch - Nijmegen",57,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-15 07:51:01","2013-01-15 09:37:01",106
5239,Breda-Dordrecht,"Breda - Dordrecht",170,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-15 08:21:01","2013-01-15 10:05:01",94
5240,"Breda-Rotterdam C","Breda - Rotterdam Centraal (HSL)",15,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-15 08:48:01","2013-01-15 11:07:01",137
5241,Amersfoort-Schiphol,"Amersfoort - Schiphol Airport",148,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-15 09:23:01","2013-01-15 14:08:01",273
5242,"Amersfoort-Utrecht Centraal","Amersfoort - Utrecht Centraal",134,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2013-01-15 09:31:01","2013-01-15 12:34:01",150
5243,"Alphen a/d Rijn-Utrecht Centraal","Leiden Centraal - Utrecht Centraal",147,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-15 11:01:02","2013-01-15 11:16:01",15
5244,"Utrecht Centraal-Alphen a/d Rijn/Gouda","Den Haag Centraal - Utrecht Centraal, Leiden Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal","142,143,147",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-15 11:18:01","2013-01-15 12:19:01",43
5245,Hoofddorp-Enkhuizen,"Enkhuizen - Hoorn, Leiden Centraal - Schiphol Airport, Schiphol Airport - Zaandam","22,119,165",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-15 12:19:02","2013-01-15 14:23:01",67
5246,Zwolle-Emmen,"Emmen - Zwolle",159,,,"defecte spoorbrug","damaged railway bridge","defecte spoorbrug","damaged railway bridge",infrastructure,"2013-01-15 13:12:01","2013-01-15 14:38:01",79
5247,Breda,"Breda - Dordrecht, Breda - Roosendaal, Breda - Rotterdam Centraal (HSL), Breda - Tilburg","15,20,68,170",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-15 13:34:01","2013-01-15 16:10:02",156
5248,"Geheel Nederland: aangepaste winterdienstregeling",,,,,"de weersomstandigheden","weather circumstances","de weersomstandigheden","weather circumstances",weather,"2013-01-16 00:00:00","2013-01-17 00:25:11",1875
5249,"Aangepaste dienstregeling vandaag en morgen",,,,,,,,,unknown,"2013-01-15 17:24:01","2013-01-16 00:31:01",427
5250,"Breda-Rotterdam C","Breda - Rotterdam Centraal (HSL)",15,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-15 17:32:01","2013-01-15 20:02:01",146
5251,Arnhem-Duisburg/Winterswijk,"Arnhem Centraal - Frankfurt (M) Hbf, Arnhem Centraal - Winterswijk","82,129",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-15 17:57:01","2013-01-15 18:37:01",22
5252,Zutphen-Arnhem,"Arnhem Centraal - Zutphen",132,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-15 18:09:01","2013-01-15 18:35:01",10
5253,Breda-Eindhoven,"Breda - Tilburg, Eindhoven - Tilburg","68,152",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-15 18:39:01","2013-01-15 21:12:01",151
5254,Oss-'s-Hertogenbosch,"'s-Hertogenbosch - Nijmegen",57,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2013-01-15 19:54:01","2013-01-15 20:56:01",54
5255,Arnhem-Winterswijk,"Arnhem Centraal - Winterswijk",82,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-15 20:28:01","2013-01-15 23:36:01",171
5256,Apeldoorn-Zutphen,"Apeldoorn - Zutphen",85,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-15 20:58:01","2013-01-15 23:36:02",139
5257,"Arnhem-Utrecht Centraal","Arnhem Centraal - Utrecht Centraal",133,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-15 22:42:01","2013-01-16 02:50:01",136
5258,Arnhem-Winterswijk,"Arnhem Centraal - Winterswijk",82,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2013-01-16 05:48:01","2013-01-16 08:08:01",125
5259,Breda,"Breda - Dordrecht, Breda - Roosendaal, Breda - Rotterdam Centraal (HSL), Breda - Tilburg","15,20,68,170",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-16 06:58:01","2013-01-16 09:33:01",155
5260,Breda-Dordrecht,"Breda - Dordrecht",170,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-16 07:06:01","2013-01-16 09:29:01",143
5261,"Utrecht Centraal-Alphen a/d Rijn/Gouda","Den Haag Centraal - Utrecht Centraal, Leiden Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal","142,143,147",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-16 07:08:01","2013-01-16 10:36:01",167
5262,Eindhoven-Tilburg,"Eindhoven - Tilburg",152,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-16 07:13:01","2013-01-16 09:31:02",115
5263,Amersfoort-Apeldoorn,"Amersfoort - Apeldoorn",50,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2013-01-16 07:21:01","2013-01-16 10:04:01",146
5264,'s-Hertogenbosch,"'s-Hertogenbosch - Eindhoven, 's-Hertogenbosch - Nijmegen, 's-Hertogenbosch - Tilburg, 's-Hertogenbosch - Utrecht Centraal","57,69,151,153",,,versperring,"an obstruction on the line",versperring,"an obstruction on the line",unknown,"2013-01-16 08:08:02","2013-01-16 09:31:02",64
5265,Sittard-Roermond,"Roermond - Sittard",73,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2013-01-16 09:12:02","2013-01-16 10:36:02",49
5266,"Dordrecht-Rotterdam C","Dordrecht - Rotterdam Centraal",16,,,"inzet van de brandweer","deployment of the fire department","inzet van de brandweer","deployment of the fire department",external,"2013-01-16 11:06:01","2013-01-16 12:03:01",6
5267,Dordrecht-Geldermalsen,"Dordrecht - Geldermalsen",55,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-16 11:31:01","2013-01-16 12:59:01",82
5268,Nijmegen-Oss,"'s-Hertogenbosch - Nijmegen",57,,,overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2013-01-16 12:18:01","2013-01-16 14:38:01",116
5269,Dordrecht-Geldermalsen,"Dordrecht - Geldermalsen",55,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-16 12:24:01","2013-01-16 15:01:01",104
5270,"Utrecht Centraal-Tiel","Tiel - Utrecht Centraal",150,,,"inzet van de politie","police action","inzet van de politie","police action",external,"2013-01-16 13:13:01","2013-01-16 14:38:02",55
5271,Hoofddorp-Enkhuizen,"Leiden Centraal - Schiphol Airport, Schiphol Airport - Zaandam","22,165",,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2013-01-16 14:06:01","2013-01-16 16:35:01",101
5272,Apeldoorn-Amersfoort,"Amersfoort - Apeldoorn",50,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2013-01-16 15:07:01","2013-01-16 21:08:01",303
5273,Eindhoven-Tilburg,"Eindhoven - Tilburg",152,,,"defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2013-01-16 16:19:01","2013-01-17 00:43:01",502
5274,"Amsterdam C-Breda","Amsterdam Centraal - Schiphol Airport, Breda - Rotterdam Centraal (HSL), Rotterdam Centraal - Schiphol Airport (HSL)","15,24,32",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-16 16:27:02","2013-01-17 00:43:01",494
5275,"Geheel Nederland: aangepaste winterdienstregeling ",,,,,"de weersomstandigheden","weather circumstances","de weersomstandigheden","weather circumstances",weather,"2013-01-17 00:00:00","2013-01-17 23:53:50",1840
5276,Apeldoorn-Almelo,"Almelo - Deventer, Apeldoorn - Deventer","87,88",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-16 18:22:01","2013-01-16 21:06:02",88
5277,Zutphen-Deventer,"Deventer - Zutphen",86,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-16 18:24:02","2013-01-16 21:06:02",82
5278,Zwolle-Deventer,"Deventer - Zwolle",94,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-16 18:38:01","2013-01-16 21:06:03",72
5279,Breda-Tilburg,"Breda - Tilburg",68,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-16 19:26:01","2013-01-16 21:08:02",44
5280,Zutphen-Arnhem,"Arnhem Centraal - Zutphen",132,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2013-01-16 21:39:02","2013-01-16 23:06:01",50
5281,Geldermalsen-Dordrecht,"Dordrecht - Geldermalsen",55,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2013-01-17 06:45:02","2013-01-17 08:06:01",22
5282,"Lelystad Centrum-Almere C","Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport","144,145,149",,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2013-01-17 09:04:01","2013-01-17 10:08:01",12
5283,Roosendaal-Vlissingen,"Roosendaal - Vlissingen",21,,,"inzet van de brandweer","deployment of the fire department","inzet van de brandweer","deployment of the fire department",external,"2013-01-17 15:18:01","2013-01-17 15:59:01",11
5284,Apeldoorn-Amersfoort,"Amersfoort - Apeldoorn",50,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2013-01-17 15:59:02","2013-01-17 18:47:01",142
5286,"Morgen weer normale dienstregeling, vandaag nog aangepaste treindienst.",,,,,,,,,unknown,"2013-01-17 17:40:01","2013-01-18 02:32:01",532
5287,"Lelystad Centrum-Zwolle","Lelystad Centrum - Zwolle",131,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-17 18:53:01","2013-01-17 21:35:01",119
5289,Arnhem-Winterswijk,"Arnhem Centraal - Winterswijk",82,,,"meerdere verstoringen","multiple disruptions","meerdere verstoringen","multiple disruptions",unknown,"2013-01-17 20:05:01","2013-01-18 01:45:01",340
5290,"Gouda-Rotterdam C","Rotterdam Centraal - Utrecht Centraal",142,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2013-01-17 22:19:02","2013-01-17 23:34:01",16
5291,Deventer,"Almelo - Deventer, Apeldoorn - Deventer, Deventer - Zutphen, Deventer - Zwolle","86,87,88,94",,,"sein-en overwegstoring","signal and level crossing failure","sein-en overwegstoring","signal and level crossing failure",infrastructure,"2013-01-17 23:11:01","2013-01-18 01:45:02",55
5292,"Utrecht Centraal-Ede-Wageningen/Rhenen","Rhenen - Utrecht Centraal",166,,,"aanrijding met een voertuig","collision with a vehicle","aanrijding met een voertuig","collision with a vehicle",accidents,"2013-01-17 23:54:01","2013-01-18 02:32:02",158
5293,"Utrecht Centraal-Ede-Wageningen/Rhenen","Arnhem Centraal - Utrecht Centraal",133,,,"aanrijding met een voertuig","collision with a vehicle","aanrijding met een voertuig","collision with a vehicle",accidents,"2013-01-17 23:56:01","2013-01-18 02:32:03",156
5294,Eindhoven-'s-Hertogenbosch/Tilburg,"'s-Hertogenbosch - Eindhoven, Eindhoven - Tilburg","152,153",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2013-01-18 10:42:01","2013-01-18 13:01:02",118
