rdt_id,ns_lines,rdt_lines,rdt_lines_id,rdt_station_names,rdt_station_codes,cause_nl,cause_en,statistical_cause_nl,statistical_cause_en,cause_group,start_time,end_time,duration_minutes
7495,Zaandam-Alkmaar,"Alkmaar - Amsterdam Centraal",161,,,stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2014-01-03 07:22:02","2014-01-03 09:34:01",113
7496,Maastricht-Heerlen,"Heerlen - Maastricht",76,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2014-01-03 15:48:01","2014-01-03 16:35:01",35
7497,Dordrecht-Breda/Roosendaal,"Breda - Dordrecht, Dordrecht - Roosendaal","170,171",,,herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2014-01-03 15:58:01","2014-01-03 16:25:01",27
7498,"Alphen a/d Rijn-Utrecht C.","Leiden Centraal - Utrecht Centraal",147,,,stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2014-01-03 17:34:01","2014-01-03 23:03:02",301
7499,"Rotterdam C.-Breda","Breda - Rotterdam Centraal (HSL)",15,,,"de weersomstandigheden","weather circumstances","de weersomstandigheden","weather circumstances",weather,"2014-01-03 20:27:01","2014-01-03 23:03:02",132
7500,Schiphol,"Amersfoort - Schiphol Airport, Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL), Schiphol Airport - Utrecht Centraal, Schiphol Airport - Zaandam","22,24,32,137,144,148,165",,,brandmelding,"fire alarm",brandmelding,"fire alarm",external,"2014-01-03 23:49:01","2014-01-04 00:34:01",1
7501,'s-Hertogenbosch-Oss,"'s-Hertogenbosch - Nijmegen",57,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2014-01-04 11:06:02","2014-01-04 16:46:01",325
7502,Hilversum,"Almere Oostvaarders - Utrecht Centraal, Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport, Hilversum - Utrecht Centraal","40,135,148,149",,,"eerdere verstoring","an earlier disruption","eerdere verstoring","an earlier disruption",logistical,"2014-01-04 11:33:01","2014-01-04 13:29:02",60
7503,Breda-Dordrecht,"Breda - Dordrecht",170,,,versperring,"an obstruction on the line",versperring,"an obstruction on the line",unknown,"2014-01-04 21:06:01","2014-01-04 21:29:01",13
7504,"Schiphol-Almere C./Hilversum/Utrecht C.","Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal","137,144,148",,,"gestrande trein","stranded train","gestrande trein","stranded train","rolling stock","2014-01-05 22:54:01","2014-01-06 00:42:01",24
7505,Tilburg-Breda,"Breda - Tilburg",68,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2014-01-06 09:01:01","2014-01-06 11:35:01",153
7506,"Utrecht C.-Amersfoort/Baarn","Amersfoort - Utrecht Centraal, Baarn - Utrecht Centraal","44,134",,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2014-01-06 10:29:01","2014-01-06 12:05:01",59
7507,Tilburg-Eindhoven,"Eindhoven - Tilburg",152,,,"voorwerp in de bovenleiding","an object in the overhead wires","voorwerp in de bovenleiding","an object in the overhead wires",external,"2014-01-06 13:28:01","2014-01-06 14:51:01",61
7508,Dordrecht-Breda,"Breda - Dordrecht",170,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2014-01-07 18:28:02","2014-01-07 20:04:01",58
7509,"Leiden C.","Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal, Haarlem - Leiden Centraal, Leiden Centraal - Schiphol Airport, Leiden Centraal - Utrecht Centraal","22,23,147,168,169",,,versperring,"an obstruction on the line",versperring,"an obstruction on the line",unknown,"2014-01-07 19:03:01","2014-01-07 20:04:02",23
7510,Breda-Tilburg,"Breda - Tilburg",68,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2014-01-07 22:32:01","2014-01-08 01:07:01",120
7511,"Rotterdam C.-Dordrecht","Dordrecht - Rotterdam Centraal",16,,,"inzet van de brandweer","deployment of the fire department","inzet van de brandweer","deployment of the fire department",external,"2014-01-08 09:36:01","2014-01-08 11:10:01",52
7512,Roermond-Eindhoven,"Eindhoven - Roermond",67,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2014-01-08 12:11:02","2014-01-08 14:13:01",86
7513,Zwolle-Emmen,"Emmen - Zwolle",159,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2014-01-08 17:46:01","2014-01-08 19:33:02",103
7514,'s-Hertogenbosch-Schiphol,"'s-Hertogenbosch - Utrecht Centraal, Schiphol Airport - Utrecht Centraal","137,151",,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2014-01-09 08:49:01","2014-01-09 11:03:01",98
7515,"Lelystad C.-Zwolle","Lelystad Centrum - Zwolle",131,,,"defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2014-01-09 12:33:01","2014-01-09 14:44:01",101
7516,Tilburg-Breda,"Breda - Tilburg",68,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2014-01-09 15:12:02","2014-01-09 16:35:01",66
7517,Roosendaal-Vlissingen,"Roosendaal - Vlissingen",21,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2014-01-09 19:35:01","2014-01-09 23:26:02",199
7518,"Groningen-Assen/Leer (Ostfr.)/Veendam","Groningen - Bad Nieuweschans, Groningen - Leer (Ostfriesland), Groningen - Veendam, Groningen - Zwolle","146,154,155,156",,,"defect wissel","defective point","defect wissel","defective point",infrastructure,"2014-01-10 11:36:01","2014-01-10 14:03:01",111
7519,"Rotterdam C.-Hoek v H. Strand","Hoek van Holland Strand - Rotterdam Centraal",9,,,"defecte spoorbrug","damaged railway bridge","defecte spoorbrug","damaged railway bridge",infrastructure,"2014-01-10 12:20:05","2014-01-10 22:00:01",565
7520,Hilversum-Amersfoort,"Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport","135,148",,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2014-01-10 17:10:01","2014-01-10 21:01:02",196
7521,Breda-Tilburg,"Breda - Tilburg",68,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2014-01-10 18:48:01","2014-01-10 21:01:02",91
7522,Roodeschool-Groningen,"Groningen - Eemshaven",158,,,stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2014-01-10 19:32:01","2014-01-10 21:01:03",83
7523,Zwolle-Amersfoort,"Amersfoort - Zwolle",48,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2014-01-10 20:03:02","2014-01-10 22:32:05",100
7524,Enkhuizen-Hoorn,"Enkhuizen - Hoorn",119,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2014-01-11 08:43:01","2014-01-11 10:34:01",83
7525,"Rotterdam C.-Gouda","Rotterdam Centraal - Utrecht Centraal",142,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2014-01-11 09:28:02","2014-01-11 12:18:01",158
7526,Roermond-Eindhoven,"Eindhoven - Roermond",67,,,"persoon op het spoor","person on the railway track","persoon op het spoor","person on the railway track",external,"2014-01-11 13:11:01","2014-01-11 14:03:01",29
7527,Zwolle-Deventer,"Deventer - Zwolle",94,,,"sein-en overwegstoring","signal and level crossing failure","sein-en overwegstoring","signal and level crossing failure",infrastructure,"2014-01-11 15:20:02","2014-01-11 17:41:01",98
7528,"Vanavond na 22.10 uur geen treinverkeer Venlo - Horst-Sevenum",,,,,"onverwachte werkzaamheden","unexpected engineering works","onverwachte werkzaamheden","unexpected engineering works","engineering work","2014-01-11 16:39:01","2014-01-11 22:08:02",329
7529,Helmond-Venlo,"Eindhoven - Venlo",65,,,"nog onbekende oorzaak","cause yet unknown","nog onbekende oorzaak","cause yet unknown",unknown,"2014-01-11 16:46:01","2014-01-11 16:47:01",1
7530,Helmond-Venlo,"Eindhoven - Venlo",65,,,"onverwachte werkzaamheden","unexpected engineering works","onverwachte werkzaamheden","unexpected engineering works","engineering work","2014-01-11 22:11:03","2014-01-12 01:57:01",224
7531,Schiphol,"Amersfoort - Schiphol Airport, Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL), Schiphol Airport - Utrecht Centraal, Schiphol Airport - Zaandam","22,24,32,137,144,148,165",,,stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2014-01-11 22:21:01","2014-01-11 23:06:01",10
7532,"Hengelo-Bad Bentheim/Oldenzaal","Berlin Ostbahnhof - Hengelo, Hengelo - Oldenzaal","91,124",,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2014-01-12 08:15:01","2014-01-12 11:12:01",142
7533,"LET OP: onverwachte werkzaamheden Schiphol vannacht 
",,,,,"onverwachte werkzaamheden","unexpected engineering works","onverwachte werkzaamheden","unexpected engineering works","engineering work","2014-01-12 13:16:01","2014-01-13 00:52:01",696
7534,Hilversum-Amersfoort,"Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport","135,148",,,"inzet van de politie","police action","inzet van de politie","police action",external,"2014-01-12 16:56:01","2014-01-12 17:19:01",7
7535,"Dordrecht-Rotterdam C.","Dordrecht - Rotterdam Centraal",16,,,"inzet van de politie","police action","inzet van de politie","police action",external,"2014-01-12 22:48:01","2014-01-12 23:34:02",36
7536,Schiphol,"Amersfoort - Schiphol Airport, Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL), Schiphol Airport - Utrecht Centraal, Schiphol Airport - Zaandam","22,24,32,137,144,148,165",,,"nog onbekende oorzaak","cause yet unknown","nog onbekende oorzaak","cause yet unknown",unknown,"2014-01-13 01:03:01","2014-01-13 05:34:01",264
7537,Hoorn-Alkmaar,"Alkmaar - Hoorn",163,,,"uitloop van werkzaamheden","over-running engineering works","uitloop van werkzaamheden","over-running engineering works","engineering work","2014-01-13 05:21:01","2014-01-13 07:37:01",136
7538,"Den Haag C.-Rotterdam C.","Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal","10,11",,,"uitloop van werkzaamheden","over-running engineering works","uitloop van werkzaamheden","over-running engineering works","engineering work","2014-01-13 06:03:02","2014-01-13 09:51:01",228
7539,Hengelo-Almelo,"Almelo - Hengelo",89,,,"defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2014-01-13 08:28:01","2014-01-13 22:30:03",823
7540,Tilburg-Eindhoven,"Eindhoven - Tilburg",152,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2014-01-13 14:02:01","2014-01-13 17:04:01",118
7541,"Sloterdijk-Hoofddorp/Leiden C./Rotterdam C.","Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport, Schiphol Airport - Zaandam","22,32,165",,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2014-01-13 19:51:01","2014-01-13 20:39:01",6
7542,Eindhoven,"'s-Hertogenbosch - Eindhoven, Eindhoven - Roermond, Eindhoven - Tilburg, Eindhoven - Venlo","65,67,152,153",,,"eerdere verstoring","an earlier disruption","eerdere verstoring","an earlier disruption",logistical,"2014-01-14 08:09:02","2014-01-14 11:01:02",141
7543,Eindhoven-'s-Hertogenbosch,"'s-Hertogenbosch - Eindhoven",153,,,"spoedreparatie aan het spoor","emergency repairs","spoedreparatie aan het spoor","emergency repairs","engineering work","2014-01-14 12:49:01","2014-01-14 14:34:01",82
7544,Oss-'s-Hertogenbosch,"'s-Hertogenbosch - Nijmegen",57,,,"spoedreparatie aan het spoor","emergency repairs","spoedreparatie aan het spoor","emergency repairs","engineering work","2014-01-14 12:52:01","2014-01-14 14:34:02",79
7545,Tilburg-'s-Hertogenbosch,"'s-Hertogenbosch - Tilburg",69,,,"spoedreparatie aan het spoor","emergency repairs","spoedreparatie aan het spoor","emergency repairs","engineering work","2014-01-14 13:09:01","2014-01-14 14:34:02",84
7546,"Alkmaar-Den Helder","Alkmaar - Den Helder",162,,,"defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2014-01-14 13:32:01","2014-01-14 18:37:01",282
7547,"Rotterdam C.-Hoek v H. Strand","Hoek van Holland Strand - Rotterdam Centraal",9,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2014-01-14 14:56:01","2014-01-14 16:03:01",49
7548,Roosendaal-Dordrecht,"Dordrecht - Roosendaal",171,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2014-01-14 19:41:02","2014-01-14 21:07:01",49
7549,Breda-Dordrecht,"Breda - Dordrecht",170,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2014-01-15 06:19:02","2014-01-15 08:07:01",107
7550,"Hoek v H. Strand-Rotterdam C.","Hoek van Holland Strand - Rotterdam Centraal",9,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2014-01-15 11:26:01","2014-01-15 13:51:01",122
7551,Venlo-Roermond,"Roermond - Venlo",66,,,overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2014-01-15 15:55:01","2014-01-15 19:08:01",129
7552,"Hilversum-Almere C./Amsterdam C./Schiphol","Almere Oostvaarders - Utrecht Centraal, Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport","135,148,149",,,herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2014-01-15 16:09:01","2014-01-18 00:03:01",3353
7553,Eindhoven-'s-Hertogenbosch,"'s-Hertogenbosch - Eindhoven",153,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2014-01-15 19:49:02","2014-01-15 23:10:01",160
7554,Tilburg-'s-Hertogenbosch,"'s-Hertogenbosch - Tilburg",69,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2014-01-15 22:27:01","2014-01-16 04:26:01",354
7555,"Utrecht C.-Amersfoort","Amersfoort - Utrecht Centraal",134,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2014-01-16 05:59:01","2014-01-16 07:41:02",68
7556,Ede-Wageningen-Amersfoort,"Amersfoort - Ede-Wageningen",47,,,"beperkingen in de materieelinzet","problems with the rolling stock","beperkingen in de materieelinzet","problems with the rolling stock","rolling stock","2014-01-16 06:09:03","2014-01-16 10:00:11",209
7557,Venlo-Roermond,"Roermond - Venlo",66,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2014-01-16 15:23:01","2014-01-16 16:31:01",26
7558,"Utrecht C.-Alphen a/d Rijn/Gouda","Den Haag Centraal - Utrecht Centraal, Leiden Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal","142,143,147",,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2014-01-17 07:09:01","2014-01-17 09:05:01",74
7559,Eindhoven-Venlo,"Eindhoven - Venlo",65,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2014-01-17 09:56:03","2014-01-17 12:10:01",77
7560,"'s-Hertogenbosch-Utrecht C.","'s-Hertogenbosch - Utrecht Centraal",151,,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2014-01-17 10:13:01","2014-01-17 13:04:03",128
7561,Hengelo-Zutphen,"Hengelo - Zutphen",90,,,"sein-en overwegstoring","signal and level crossing failure","sein-en overwegstoring","signal and level crossing failure",infrastructure,"2014-01-17 15:56:02","2014-01-17 18:11:01",126
7562,Almelo-Deventer/Zwolle,"Almelo - Deventer, Almelo - Zwolle","88,95",,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2014-01-17 19:49:01","2014-01-17 22:01:03",104
7563,Deventer-Apeldoorn,"Apeldoorn - Deventer",87,,,"eerdere verstoring","an earlier disruption","eerdere verstoring","an earlier disruption",logistical,"2014-01-18 10:43:01","2014-01-18 14:07:02",187
7564,Groningen-Assen,"Groningen - Zwolle",146,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2014-01-18 11:54:01","2014-01-18 14:34:01",147
7565,"Rotterdam C.-Antwerpen-C./Breda/Dordrecht","Dordrecht - Rotterdam Centraal",16,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2014-01-19 03:02:02","2014-01-19 04:24:01",58
7566,'s-Hertogenbosch,"'s-Hertogenbosch - Eindhoven, 's-Hertogenbosch - Nijmegen, 's-Hertogenbosch - Tilburg, 's-Hertogenbosch - Utrecht Centraal","57,69,151,153",,,"onverwachte werkzaamheden","unexpected engineering works","onverwachte werkzaamheden","unexpected engineering works","engineering work","2014-01-19 07:45:02","2014-01-19 10:09:01",143
7567,Eindhoven-Heerlen,"Eindhoven - Roermond, Heerlen - Sittard, Roermond - Sittard","67,73,77",,,overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2014-01-19 09:12:02","2014-01-19 11:01:01",69
7568,Venlo-Mönchengladbach,"Hamm (Westf.) - Venlo",128,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2014-01-19 11:00:02","2014-01-19 13:05:01",92
7569,Breda-Tilburg,"Breda - Tilburg",68,,,wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2014-01-19 14:02:01","2014-01-19 16:06:03",72
7570,"Leeuwarden-Harlingen Haven","Harlingen Haven - Leeuwarden",103,,,"sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2014-01-19 14:08:01","2014-01-19 19:57:01",247
7571,Arnhem-Winterswijk,"Arnhem Centraal - Winterswijk",82,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2014-01-19 17:21:01","2014-01-19 22:34:01",280
7572,"Zwolle-Lelystad C.","Lelystad Centrum - Zwolle",131,,,aanrijding,collision,aanrijding,collision,accidents,"2014-01-19 22:18:01","2014-01-20 01:32:01",169
7573,"Leer (Ostfr.)-Groningen","Groningen - Leer (Ostfriesland)",156,,,"defecte spoorbrug","damaged railway bridge","defecte spoorbrug","damaged railway bridge",infrastructure,"2014-01-20 06:31:01","2014-01-20 08:20:01",54
7574,Groningen-Roodeschool,"Groningen - Eemshaven",158,,,overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2014-01-20 14:34:01","2014-01-20 16:58:01",105
7575,"Vanaf 21.00 uur onverwachte werkzaamheden rond Den Bosch.",,,,,"onverwachte werkzaamheden","unexpected engineering works","onverwachte werkzaamheden","unexpected engineering works","engineering work","2014-01-20 17:11:02","2014-01-20 21:36:02",265
7576,Delfzijl-Groningen,"Delfzijl - Groningen",157,,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2014-01-20 18:36:01","2014-01-20 21:06:09",140
7577,Schiphol,"Amersfoort - Schiphol Airport, Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL), Schiphol Airport - Utrecht Centraal, Schiphol Airport - Zaandam","22,24,32,137,144,148,165",,,"onverwachte werkzaamheden","unexpected engineering works","onverwachte werkzaamheden","unexpected engineering works","engineering work","2014-01-20 19:01:04","2014-01-20 20:17:01",52
7578,Oss-Nijmegen,"'s-Hertogenbosch - Nijmegen",57,,,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2014-01-20 20:36:01","2014-01-20 21:28:01",30
7579,Dordrecht-Breda/Roosendaal,"Breda - Dordrecht, Dordrecht - Roosendaal","170,171",,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2014-01-20 21:05:01","2014-01-20 22:04:01",57
7580,'s-Hertogenbosch,"'s-Hertogenbosch - Eindhoven, 's-Hertogenbosch - Nijmegen, 's-Hertogenbosch - Tilburg, 's-Hertogenbosch - Utrecht Centraal","57,69,151,153",,,"onverwachte werkzaamheden","unexpected engineering works","onverwachte werkzaamheden","unexpected engineering works","engineering work","2014-01-20 21:06:12","2014-01-20 22:23:01",77
7581,Roosendaal-Vlissingen,"Roosendaal - Vlissingen",21,,,"dier op het spoor","an animal on the railway track","dier op het spoor","an animal on the railway track",external,"2014-01-20 21:49:01","2014-01-20 23:46:01",44
7582,"Amsterdam C.-Gouda/Utrecht C.","Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden","136,141",,,"aanrijding met een persoon","person hit by a train","aanrijding met een persoon","person hit by a train",accidents,"2014-01-21 01:00:01","2014-01-21 04:02:01",158
7583,"Rotterdam C.-Utrecht C.","Rotterdam Centraal - Utrecht Centraal",142,,,"onverwachte werkzaamheden","unexpected engineering works","onverwachte werkzaamheden","unexpected engineering works","engineering work","2014-01-21 10:09:02","2014-01-21 11:58:01",72
7584,"Utrecht C.-Maliebaan","'s-Hertogenbosch - Utrecht Centraal, Arnhem Centraal - Utrecht Centraal, Rhenen - Utrecht Centraal, Tiel - Utrecht Centraal","133,150,151,166",,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2014-01-21 10:42:02","2014-01-21 10:44:01",2
7585,Arnhem,"Arnhem Centraal - Frankfurt (M) Hbf, Arnhem Centraal - Nijmegen, Arnhem Centraal - Tiel, Arnhem Centraal - Utrecht Centraal, Arnhem Centraal - Winterswijk, Arnhem Centraal - Zutphen","54,59,82,129,132,133",,,"sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2014-01-21 12:45:01","2014-01-21 13:58:01",73
7586,"Arnhem-Duisburg Hbf/Winterswijk","Arnhem Centraal - Frankfurt (M) Hbf, Arnhem Centraal - Winterswijk","82,129",,,"sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2014-01-21 13:45:01","2014-01-21 15:42:01",69
7587,Zutphen-Nijmegen,"Arnhem Centraal - Nijmegen, Arnhem Centraal - Zutphen","59,132",,,"sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2014-01-21 13:55:01","2014-01-21 15:42:02",59
7588,"Utrecht C.-Maliebaan","'s-Hertogenbosch - Utrecht Centraal, Arnhem Centraal - Utrecht Centraal, Rhenen - Utrecht Centraal, Tiel - Utrecht Centraal","133,150,151,166",,,seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2014-01-21 14:04:02","2014-01-21 14:53:02",49
7589,Zutphen-Arnhem,"Arnhem Centraal - Zutphen",132,,,"sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2014-01-21 14:04:03","2014-01-21 15:42:03",51
7590,"Amsterdam C.-Almere C./Hilversum","Amersfoort - Amsterdam Centraal, Amsterdam Centraal - Lelystad Centrum, Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden","135,136,141,145",,,"onverwachte werkzaamheden","unexpected engineering works","onverwachte werkzaamheden","unexpected engineering works","engineering work","2014-01-21 15:10:01","2014-01-22 00:24:01",550
7591,"Utrecht C.-Amsterdam C./Schiphol","Amsterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal","136,137",,,"onverwachte werkzaamheden","unexpected engineering works","onverwachte werkzaamheden","unexpected engineering works","engineering work","2014-01-21 16:50:02","2014-01-21 20:04:01",174
7592,Groningen-Delfzijl,"Delfzijl - Groningen",157,,,"onverwachte werkzaamheden","unexpected engineering works","onverwachte werkzaamheden","unexpected engineering works","engineering work","2014-01-21 17:45:01","2014-01-21 20:58:02",181
7593,Groningen-Roodeschool,"Groningen - Eemshaven",158,,,"onverwachte werkzaamheden","unexpected engineering works","onverwachte werkzaamheden","unexpected engineering works","engineering work","2014-01-21 18:00:02","2014-01-21 20:58:02",166
7594,Schiphol,"Amersfoort - Schiphol Airport, Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL), Schiphol Airport - Utrecht Centraal, Schiphol Airport - Zaandam","22,24,32,137,144,148,165",,,"inzet van de politie","police action","inzet van de politie","police action",external,"2014-01-21 22:06:01","2014-01-21 23:04:01",31
7595,"Rotterdam C.-Hoek v H. Strand","Hoek van Holland Strand - Rotterdam Centraal",9,,,"onverwachte werkzaamheden","unexpected engineering works","onverwachte werkzaamheden","unexpected engineering works","engineering work","2014-01-22 03:14:01","2014-01-22 09:44:02",388
7596,"Amsterdam C.-Almere C./Gouda/Hilversum/Utrecht C.","Amersfoort - Amsterdam Centraal, Amsterdam Centraal - Lelystad Centrum, Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden","135,136,141,145",,,"onverwachte werkzaamheden","unexpected engineering works","onverwachte werkzaamheden","unexpected engineering works","engineering work","2014-01-22 04:05:01","2014-01-23 02:18:01",1333
7597,"Utrecht C.-Baarn","Baarn - Utrecht Centraal",44,,,"onverwachte werkzaamheden","unexpected engineering works","onverwachte werkzaamheden","unexpected engineering works","engineering work","2014-01-22 04:17:02","2014-01-23 02:18:02",1321
